SN,Area,Perimeter,Major_Axis_Length,Norm_Major_Axis,Minor_Axis_Length,Norm_Minor_Axis,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Binned_Roundness,Aspect_Ration,Compactness,Class,Bi-level Class
329950,104263,1261.525,488.8553,0.573540608,272.7207,0.784587578,105537,364.3512,0.8299,0.9879,0.6803,0.8233,0.8,1.7925,0.7453,Çerçevelik,1
329953,80595,1130.052,452.6233,-0.070747583,228.4835,0.496671574,81798,320.3385,0.8632,0.9853,0.6112,0.7931,0.8,1.981,0.7077,Çerçevelik,1
329954,75850,1078.101,431.6153,-0.444318083,225.3399,0.476211582,76640,310.7655,0.8529,0.9897,0.7181,0.8201,0.8,1.9154,0.72,Çerçevelik,1
329958,72612,1058.418,423.345,-0.591383015,219.3246,0.437061249,73540,304.06,0.8553,0.9874,0.614,0.8145,0.8,1.9302,0.7182,Çerçevelik,1
329959,88884,1139.607,433.4547,-0.411609325,262.6681,0.719160643,90035,336.4084,0.7955,0.9872,0.7135,0.86,0.9,1.6502,0.7761,Çerçevelik,1
329960,90812,1191.946,481.0053,0.433949575,241.9225,0.584138755,91662,340.0374,0.8643,0.9907,0.7519,0.8032,0.8,1.9883,0.7069,Çerçevelik,1
329962,70233,1031.696,410.9877,-0.811124196,218.4008,0.431048734,70882,299.0375,0.8471,0.9908,0.745,0.8292,0.8,1.8818,0.7276,Çerçevelik,1
329965,85924,1113.974,428.2503,-0.504155513,256.8931,0.681574292,86515,330.7595,0.8001,0.9932,0.7242,0.8701,0.9,1.667,0.7724,Çerçevelik,1
329967,103976,1243.401,485.7136,0.517673965,273.2742,0.788190011,104760,363.8494,0.8267,0.9925,0.7282,0.8451,0.8,1.7774,0.7491,Çerçevelik,1
329970,69428,996.385,379.877,-1.364343909,233.8973,0.53190707,69990,297.3188,0.788,0.992,0.737,0.8788,0.9,1.6241,0.7827,Çerçevelik,1
329972,65628,991.198,380.9598,-1.345089238,222.5147,0.457823884,66407,289.0678,0.8117,0.9883,0.7235,0.8394,0.8,1.7121,0.7588,Çerçevelik,1
329974,91283,1179.862,460.4477,0.068388223,252.8908,0.655525486,92261,340.9181,0.8357,0.9894,0.6609,0.824,0.8,1.8207,0.7404,Çerçevelik,1
329978,73550,1076.886,433.8194,-0.405124122,216.6902,0.419915364,74260,306.0176,0.8663,0.9904,0.7065,0.797,0.8,2.002,0.7054,Çerçevelik,1
329980,70202,1076.387,439.2248,-0.309003692,204.5838,0.341121355,71425,298.9715,0.8849,0.9829,0.7479,0.7614,0.8,2.1469,0.6807,Çerçevelik,1
329983,97967,1187.56,454.1566,-0.043481987,275.5373,0.802919304,98698,353.1791,0.7949,0.9926,0.7418,0.8729,0.9,1.6483,0.7777,Çerçevelik,1
329986,77928,1094.807,432.7258,-0.424570842,230.1177,0.507307698,78722,314.9937,0.8469,0.9899,0.7203,0.817,0.8,1.8805,0.7279,Çerçevelik,1
329989,73284,1055.042,410.8323,-0.813887565,227.7399,0.491831884,73894,305.4637,0.8323,0.9917,0.77,0.8273,0.8,1.804,0.7435,Çerçevelik,1
329993,76992,1149.728,475.9479,0.344017385,207.6793,0.36126829,77948,313.0962,0.8998,0.9877,0.6987,0.7319,0.7,2.2917,0.6578,Çerçevelik,1
329994,93244,1193.883,464.9419,0.148305423,257.0768,0.682769896,94747,344.5605,0.8332,0.9841,0.7352,0.8221,0.8,1.8086,0.7411,Çerçevelik,1
329995,89531,1147.192,437.4032,-0.341395925,261.5338,0.711778098,90753,337.6306,0.8016,0.9865,0.7446,0.8549,0.9,1.6725,0.7719,Çerçevelik,1
329997,91618,1180.493,459.5174,0.051845352,254.4405,0.665611645,92429,341.5431,0.8327,0.9912,0.7415,0.8262,0.8,1.806,0.7433,Çerçevelik,1
329998,66737,1010.427,386.9588,-1.238413237,221.9192,0.453948096,67688,291.4999,0.8192,0.986,0.7215,0.8214,0.8,1.7437,0.7533,Çerçevelik,1
330000,70719,1042.694,408.8479,-0.849174756,221.1036,0.448639797,71514,300.0704,0.8412,0.9889,0.7514,0.8174,0.8,1.8491,0.7339,Çerçevelik,1
330002,84532,1142.35,445.1947,-0.202845156,244.016,0.597764214,85459,328.0693,0.8364,0.9892,0.7408,0.814,0.8,1.8244,0.7369,Çerçevelik,1
330003,69250,994.134,367.3137,-1.587748243,240.4159,0.574333111,69960,296.9374,0.756,0.9899,0.7243,0.8805,0.9,1.5278,0.8084,Çerçevelik,1
330006,91825,1178.542,456.1275,-0.008434858,257.5669,0.685959692,92739,341.9287,0.8253,0.9901,0.7361,0.8308,0.8,1.7709,0.7496,Çerçevelik,1
330009,73772,1078.565,433.1016,-0.417888254,218.6914,0.432940092,74572,306.4791,0.8632,0.9893,0.7094,0.7969,0.8,1.9804,0.7076,Çerçevelik,1
330011,81266,1173.686,476.9696,0.362185558,219.1813,0.436128586,82407,321.6692,0.8882,0.9862,0.7016,0.7413,0.7,2.1761,0.6744,Çerçevelik,1
330014,94132,1182.42,457.4919,0.015827309,263.0507,0.72165078,95285,346.1973,0.8182,0.9879,0.755,0.8461,0.8,1.7392,0.7567,Çerçevelik,1
330015,69409,1018.514,384.0179,-1.290709195,231.96,0.519298232,70095,297.2781,0.797,0.9902,0.6904,0.8408,0.8,1.6555,0.7741,Çerçevelik,1
330018,83120,1098.421,415.7485,-0.726466236,255.0779,0.669760137,83880,325.3178,0.7897,0.9909,0.7302,0.8657,0.9,1.6299,0.7825,Çerçevelik,1
330021,83188,1101.598,383.7482,-1.29550508,278.4777,0.822056777,84738,325.4508,0.688,0.9817,0.714,0.8614,0.9,1.378,0.8481,Çerçevelik,1
330024,91099,1190.939,458.939,0.041560071,254.1214,0.663534796,92367,340.5743,0.8327,0.9863,0.7292,0.8071,0.8,1.806,0.7421,Çerçevelik,1
330026,74279,1078.3,433.9331,-0.403102274,218.6432,0.432626385,75155,307.5304,0.8638,0.9883,0.6998,0.8028,0.8,1.9847,0.7087,Çerçevelik,1
330027,93470,1197.947,457.1034,0.008918886,262.3202,0.71689635,95359,344.9778,0.8189,0.9802,0.7231,0.8185,0.8,1.7425,0.7547,Çerçevelik,1
330029,68964,1040.822,407.1968,-0.878535107,218.7254,0.43316138,70045,296.3236,0.8435,0.9846,0.6311,0.8,0.8,1.8617,0.7277,Çerçevelik,1
330030,91813,1159.019,450.0767,-0.116031981,260.7429,0.706630558,92565,341.9063,0.8151,0.9919,0.6806,0.8589,0.9,1.7261,0.7597,Çerçevelik,1
330032,73315,1041.828,398.219,-1.038181014,234.9406,0.538697345,73946,305.5283,0.8074,0.9915,0.6966,0.8488,0.8,1.695,0.7672,Çerçevelik,1
330035,89246,1153.009,448.989,-0.135373786,255.1768,0.670403824,90921,337.0928,0.8228,0.9816,0.6593,0.8436,0.8,1.7595,0.7508,Çerçevelik,1
330039,91062,1205.28,487.908,0.556695438,238.8273,0.563993773,91869,340.5051,0.872,0.9912,0.7435,0.7877,0.8,2.0429,0.6979,Çerçevelik,1
330043,64769,955.049,353.0822,-1.840817006,234.5029,0.535848592,65396,287.1697,0.7476,0.9904,0.7447,0.8923,0.9,1.5057,0.8133,Çerçevelik,1
330045,72497,1062.684,413.3278,-0.769511842,224.4755,0.47058567,73597,303.8191,0.8397,0.9851,0.7452,0.8067,0.8,1.8413,0.7351,Çerçevelik,1
330046,102333,1273.388,500.5511,0.7815188,261.6773,0.712712062,103529,360.9632,0.8525,0.9884,0.6833,0.7931,0.8,1.9129,0.7211,Çerçevelik,1
330048,85214,1189.299,478.3341,0.386449503,229.3631,0.502396415,86598,329.3901,0.8775,0.984,0.7173,0.7571,0.8,2.0855,0.6886,Çerçevelik,1
330049,87576,1158.624,459.7797,0.056509648,243.7052,0.595741385,88477,333.924,0.848,0.9898,0.6403,0.8198,0.8,1.8866,0.7263,Çerçevelik,1
330051,68318,1025.597,413.5648,-0.765297438,211.4306,0.385683473,69097,294.9325,0.8594,0.9887,0.6943,0.8162,0.8,1.956,0.7131,Çerçevelik,1
330053,78931,1129.774,463.2525,0.11826401,218.1476,0.429400792,79754,317.0143,0.8822,0.9897,0.6223,0.7771,0.8,2.1236,0.6843,Çerçevelik,1
330057,97283,1206.819,469.2128,0.224251836,264.6754,0.732225073,98267,351.944,0.8257,0.99,0.7424,0.8394,0.8,1.7728,0.7501,Çerçevelik,1
330058,64193,989.738,388.8948,-1.20398671,210.8489,0.381897502,64846,285.89,0.8403,0.9899,0.6578,0.8235,0.8,1.8444,0.7351,Çerçevelik,1
330062,76245,1088.159,427.4256,-0.518820573,227.9168,0.49298323,77196,311.5737,0.846,0.9877,0.6538,0.8092,0.8,1.8754,0.729,Çerçevelik,1
330064,86855,1129.097,441.8555,-0.262223803,251.2526,0.644863329,87509,332.5466,0.8226,0.9925,0.7249,0.8561,0.9,1.7586,0.7526,Çerçevelik,1
330067,68258,1010.953,404.7455,-0.922124852,215.5439,0.412454717,68903,294.803,0.8464,0.9906,0.6462,0.8393,0.8,1.8778,0.7284,Çerçevelik,1
330068,83271,1124.845,452.3843,-0.074997553,235.3433,0.541318301,83985,325.6132,0.854,0.9915,0.7515,0.827,0.8,1.9222,0.7198,Çerçevelik,1
330072,78741,1118.094,451.5192,-0.090381018,223.8328,0.466402684,80008,316.6325,0.8685,0.9842,0.7641,0.7915,0.8,2.0172,0.7013,Çerçevelik,1
330073,86993,1156.065,449.8758,-0.119604445,247.2279,0.618668734,87968,332.8106,0.8355,0.9889,0.7099,0.818,0.8,1.8197,0.7398,Çerçevelik,1
330075,59868,945.822,372.1563,-1.501635691,206.5386,0.353844091,60377,276.0911,0.8319,0.9916,0.6774,0.841,0.8,1.8019,0.7419,Çerçevelik,1
330076,71097,1033.833,401.273,-0.983873879,226.8436,0.485998352,71757,300.8713,0.8249,0.9908,0.6622,0.8359,0.8,1.7689,0.7498,Çerçevelik,1
330077,72286,1052.386,421.8169,-0.618556143,218.8018,0.433658626,73030,303.3767,0.8549,0.9898,0.641,0.8202,0.8,1.9278,0.7192,Çerçevelik,1
330079,72812,1076.588,431.6428,-0.44382907,216.6459,0.419627039,73814,304.4784,0.8649,0.9864,0.721,0.7894,0.8,1.9924,0.7054,Çerçevelik,1
330081,103189,1240.118,479.8349,0.413137175,274.8133,0.79820718,104187,362.4697,0.8197,0.9904,0.6992,0.8432,0.8,1.746,0.7554,Çerçevelik,1
330083,65787,1021.125,409.1759,-0.843342162,205.6027,0.347752824,66648,289.4177,0.8646,0.9871,0.6096,0.7929,0.8,1.9901,0.7073,Çerçevelik,1
330086,90845,1116.382,411.2651,-0.806191387,282.1743,0.846115947,91566,340.0992,0.7275,0.9921,0.7414,0.916,0.9,1.4575,0.827,Çerçevelik,1
330088,92261,1204.777,486.9531,0.539715122,242.0503,0.584970536,93162,342.7395,0.8677,0.9903,0.7164,0.7988,0.8,2.0118,0.7038,Çerçevelik,1
330089,80996,1104.418,433.9624,-0.402581253,238.8453,0.564110925,81776,321.1344,0.8349,0.9905,0.7541,0.8345,0.8,1.8169,0.74,Çerçevelik,1
330091,72786,1033.419,387.3048,-1.232260562,240.8157,0.576935193,73835,304.4241,0.7832,0.9858,0.725,0.8565,0.9,1.6083,0.786,Çerçevelik,1
330095,67440,1041.388,417.9546,-0.68723671,206.9024,0.356211869,68744,293.0312,0.8689,0.981,0.7312,0.7815,0.8,2.0201,0.7011,Çerçevelik,1
330097,87065,1162.496,452.8571,-0.066590082,245.7026,0.608741381,88043,332.9483,0.84,0.9889,0.7393,0.8096,0.8,1.8431,0.7352,Çerçevelik,1
330100,92063,1193.471,467.8854,0.200647614,252.2589,0.651412791,93035,342.3715,0.8422,0.9896,0.6998,0.8122,0.8,1.8548,0.7317,Çerçevelik,1
330103,72470,1023.368,388.2181,-1.21601999,238.7748,0.563652079,73097,303.7625,0.7885,0.9914,0.748,0.8696,0.9,1.6259,0.7825,Çerçevelik,1
330105,96581,1191.024,455.9476,-0.011633893,270.6351,0.771013536,97524,350.6719,0.8048,0.9903,0.7325,0.8556,0.9,1.6847,0.7691,Çerçevelik,1
330108,80759,1151.8,470.9778,0.25563759,219.5215,0.438342764,81722,320.6642,0.8847,0.9882,0.764,0.765,0.8,2.1455,0.6808,Çerçevelik,1
330109,75842,1062.283,412.3576,-0.786764227,235.4546,0.542042693,76588,310.7491,0.821,0.9903,0.7273,0.8446,0.8,1.7513,0.7536,Çerçevelik,1
330110,62381,958.389,353.404,-1.835094662,225.5972,0.477886209,63216,281.8261,0.7697,0.9868,0.7103,0.8535,0.9,1.5665,0.7975,Çerçevelik,1
330113,84979,1150.637,449.3851,-0.128330218,241.8617,0.583743041,85987,328.9356,0.8428,0.9883,0.7041,0.8066,0.8,1.858,0.732,Çerçevelik,1
330116,107323,1336.945,527.2985,1.257149015,260.0957,0.702418283,108536,369.6592,0.8699,0.9888,0.7375,0.7545,0.8,2.0273,0.701,Çerçevelik,1
330117,97497,1223.06,468.6295,0.213879422,266.2156,0.742249402,98484,352.3309,0.823,0.99,0.7307,0.819,0.8,1.7603,0.7518,Çerçevelik,1
330119,104814,1247.831,470.9968,0.255975454,284.5436,0.861536439,105956,365.3126,0.7969,0.9892,0.733,0.8459,0.8,1.6553,0.7756,Çerçevelik,1
330123,84038,1158.544,460.5551,0.070298041,233.4311,0.528872826,85052,327.1093,0.862,0.9881,0.709,0.7868,0.8,1.973,0.7103,Çerçevelik,1
330127,72838,1058.243,405.6341,-0.906323502,230.2506,0.508172672,73726,304.5328,0.8233,0.988,0.6715,0.8173,0.8,1.7617,0.7508,Çerçevelik,1
330129,71121,1068.827,431.344,-0.44914242,210.8319,0.381786858,71930,300.922,0.8724,0.9888,0.7483,0.7823,0.8,2.0459,0.6976,Çerçevelik,1
330133,68165,1009.39,380.0971,-1.360430026,229.4596,0.503024481,68853,294.6021,0.7972,0.99,0.7469,0.8407,0.8,1.6565,0.7751,Çerçevelik,1
330137,75084,1035.296,388.4408,-1.212059873,246.8196,0.61601133,75950,309.1924,0.7722,0.9886,0.7543,0.8803,0.9,1.5738,0.796,Çerçevelik,1
330140,88354,1211.18,485.5023,0.513916566,233.5975,0.529955834,89759,335.4039,0.8766,0.9843,0.5924,0.7569,0.8,2.0784,0.6908,Çerçevelik,1
330144,86511,1131.452,430.6553,-0.461389088,256.771,0.680779609,87397,331.8874,0.8028,0.9899,0.7453,0.8492,0.8,1.6772,0.7707,Çerçevelik,1
330146,84980,1124.349,424.3553,-0.57341756,256.0435,0.676044705,86060,328.9375,0.7975,0.9875,0.6983,0.8447,0.8,1.6574,0.7751,Çerçevelik,1
330149,90161,1156.974,433.6418,-0.408282257,266.4341,0.7436715,91112,338.8164,0.789,0.9896,0.7148,0.8464,0.8,1.6276,0.7813,Çerçevelik,1
330153,65024,964.932,360.9694,-1.700564471,230.4917,0.509741861,65576,287.7345,0.7696,0.9916,0.7476,0.8776,0.9,1.5661,0.7971,Çerçevelik,1
330155,88773,1198.415,474.2053,0.313029954,238.6387,0.562766277,89602,336.1983,0.8641,0.9907,0.6428,0.7767,0.8,1.9871,0.709,Çerçevelik,1
330157,68837,1022.949,399.2906,-1.019125505,220.1447,0.442398836,69510,296.0507,0.8343,0.9903,0.6886,0.8267,0.8,1.8138,0.7414,Çerçevelik,1
330160,89861,1190.085,478.7776,0.394335952,239.6083,0.569076879,90943,338.2522,0.8658,0.9881,0.6194,0.7973,0.8,1.9982,0.7065,Çerçevelik,1
330162,86097,1141.609,441.4744,-0.269000637,249.7428,0.635036857,87146,331.0923,0.8246,0.988,0.7164,0.8302,0.8,1.7677,0.75,Çerçevelik,1
330164,75834,1057.727,414.1834,-0.754297309,234.1856,0.533783458,76458,310.7328,0.8248,0.9918,0.7258,0.8518,0.9,1.7686,0.7502,Çerçevelik,1
330166,66204,1006.743,320.8446,-2.414075589,279.3001,0.827409334,67295,290.3335,0.4921,0.9838,0.6315,0.8208,0.8,1.1487,0.9049,Çerçevelik,1
330169,69537,1020.119,404.4823,-0.926805152,219.4945,0.438167036,70179,297.5521,0.84,0.9909,0.7609,0.8397,0.8,1.8428,0.7356,Çerçevelik,1
330172,70910,1031.838,394.2224,-1.109249743,229.9533,0.506237707,71725,300.4753,0.8123,0.9886,0.7437,0.8369,0.8,1.7144,0.7622,Çerçevelik,1
330174,78984,1105.929,437.5652,-0.338515193,230.8417,0.512019822,80011,317.1207,0.8495,0.9872,0.6964,0.8115,0.8,1.8955,0.7247,Çerçevelik,1
330177,91652,1195.961,446.3604,-0.182116333,262.7367,0.719607123,93654,341.6064,0.8084,0.9786,0.7352,0.8052,0.8,1.6989,0.7653,Çerçevelik,1
330178,75035,1092.214,439.5387,-0.303421829,218.7103,0.433063102,75771,309.0915,0.8674,0.9903,0.6043,0.7904,0.8,2.0097,0.7032,Çerçevelik,1
330182,73492,1078.682,425.3559,-0.555624594,221.2959,0.449891374,74329,305.8969,0.854,0.9887,0.6878,0.7937,0.8,1.9221,0.7192,Çerçevelik,1
330184,95827,1214.571,473.2304,0.295693993,260.5924,0.705651035,97179,349.3003,0.8347,0.9861,0.7077,0.8163,0.8,1.816,0.7381,Çerçevelik,1
330188,79578,1083.106,417.1719,-0.701154914,244.1431,0.598591439,80361,318.3109,0.8109,0.9903,0.7002,0.8524,0.9,1.7087,0.763,Çerçevelik,1
330190,59260,1007.878,413.3942,-0.768331098,185.844,0.219154135,60066,274.6856,0.8933,0.9866,0.7395,0.7331,0.7,2.2244,0.6645,Çerçevelik,1
330191,80861,1158.947,471.8584,0.271296681,220.2371,0.443000217,81771,320.8667,0.8844,0.9889,0.593,0.7565,0.8,2.1425,0.68,Çerçevelik,1
330195,94907,1165.418,447.2711,-0.165921994,271.3401,0.775602,95558,347.6195,0.795,0.9932,0.7462,0.8781,0.9,1.6484,0.7772,Çerçevelik,1
330197,76780,1078.229,426.1421,-0.541644152,231.1348,0.513927452,77503,312.6649,0.8401,0.9907,0.7013,0.8299,0.8,1.8437,0.7337,Çerçevelik,1
330198,73218,1051.316,409.1764,-0.843333271,228.754,0.498432112,74072,305.3261,0.8291,0.9885,0.6861,0.8325,0.8,1.7887,0.7462,Çerçevelik,1
330200,89286,1158.671,449.708,-0.122588314,253.659,0.660525285,90460,337.1683,0.8257,0.987,0.738,0.8357,0.8,1.7729,0.7497,Çerçevelik,1
330203,85705,1173.884,443.0986,-0.240118629,252.8197,0.655062735,87349,330.3377,0.8212,0.9812,0.5939,0.7816,0.8,1.7526,0.7455,Çerçevelik,1
330205,73159,1073.67,434.2372,-0.397694678,214.9326,0.408476096,73874,305.2031,0.8689,0.9903,0.7034,0.7975,0.8,2.0203,0.7028,Çerçevelik,1
330209,72238,1053.34,421.9415,-0.616340469,219.2896,0.436833452,73015,303.2759,0.8543,0.9894,0.7431,0.8182,0.8,1.9241,0.7188,Çerçevelik,1
330212,62878,963.479,374.3887,-1.461938491,214.6843,0.406860046,63487,282.9466,0.8193,0.9904,0.6775,0.8512,0.9,1.7439,0.7558,Çerçevelik,1
330215,98057,1245.759,494.1896,0.668396716,255.1054,0.66993912,99281,353.3413,0.8565,0.9877,0.6248,0.794,0.8,1.9372,0.715,Çerçevelik,1
330216,74397,1061.215,411.3549,-0.804594537,231.0605,0.513443873,75355,307.7746,0.8273,0.9873,0.7311,0.8302,0.8,1.7803,0.7482,Çerçevelik,1
330218,82560,1129.072,452.617,-0.070859612,233.0551,0.526425645,83366,324.2201,0.8572,0.9903,0.7268,0.8138,0.8,1.9421,0.7163,Çerçevelik,1
330221,79189,1142.718,478.7956,0.394656033,211.6884,0.387361354,79869,317.532,0.897,0.9915,0.5659,0.7621,0.8,2.2618,0.6632,Çerçevelik,1
330223,69138,1014.49,400.1709,-1.003471748,220.6398,0.445621174,69900,296.6972,0.8343,0.9891,0.7226,0.8442,0.8,1.8137,0.7414,Çerçevelik,1
330225,68894,1012.909,399.6163,-1.01333381,219.6704,0.439311874,69476,296.1732,0.8354,0.9916,0.7173,0.8438,0.8,1.8192,0.7411,Çerçevelik,1
330228,70796,1016.392,387.4363,-1.22992219,233.6853,0.530527276,71449,300.2337,0.7976,0.9909,0.6775,0.8612,0.9,1.6579,0.7749,Çerçevelik,1
330229,67314,1012.587,400.4162,-0.999109751,215.2215,0.41035639,67997,292.7573,0.8433,0.99,0.6561,0.825,0.8,1.8605,0.7311,Çerçevelik,1
330233,95732,1196.021,471.2567,0.260597073,260.171,0.70290837,96712,349.1272,0.8338,0.9899,0.7269,0.841,0.8,1.8113,0.7408,Çerçevelik,1
330236,65336,1004.301,393.7618,-1.117440269,211.9612,0.389136861,66049,288.424,0.8428,0.9892,0.6664,0.814,0.8,1.8577,0.7325,Çerçevelik,1
330240,72664,1051.94,417.1807,-0.70099843,223.9071,0.466886262,73380,304.1688,0.8438,0.9902,0.6437,0.8252,0.8,1.8632,0.7291,Çerçevelik,1
330243,88983,1150.642,450.5133,-0.108268231,252.6634,0.654045463,89593,336.5957,0.8279,0.9932,0.6984,0.8446,0.8,1.7831,0.7471,Çerçevelik,1
330246,72500,1056.029,422.9586,-0.598254095,219.3545,0.437255851,73252,303.8254,0.855,0.9897,0.7494,0.817,0.8,1.9282,0.7183,Çerçevelik,1
330249,71895,1031.531,404.4106,-0.928080143,227.5543,0.490623914,72678,302.555,0.8267,0.9892,0.6868,0.8491,0.8,1.7772,0.7481,Çerçevelik,1
330251,73703,1065.98,422.3591,-0.608914582,223.3923,0.463535707,74461,306.3357,0.8487,0.9898,0.638,0.8151,0.8,1.8907,0.7253,Çerçevelik,1
330253,74188,1139.758,471.4994,0.264912836,203.9162,0.336776308,75631,307.342,0.9016,0.9809,0.6026,0.7177,0.7,2.3122,0.6518,Çerçevelik,1
330254,85339,1124.952,439.0822,-0.311539448,249.1872,0.631420758,86265,329.6316,0.8234,0.9893,0.747,0.8474,0.8,1.7621,0.7507,Çerçevelik,1
330258,71372,1076.027,420.3461,-0.644710346,216.7066,0.420022103,72015,301.4526,0.8569,0.9911,0.7093,0.7746,0.8,1.9397,0.7172,Çerçevelik,1
330261,69799,1015.895,398.9903,-1.024465528,223.4717,0.464052479,70476,298.1121,0.8284,0.9904,0.7461,0.8499,0.8,1.7854,0.7472,Çerçevelik,1
330264,69792,1054.112,418.1591,-0.68360023,214.3962,0.404984959,70460,298.0972,0.8586,0.9905,0.6558,0.7893,0.8,1.9504,0.7129,Çerçevelik,1
330267,75331,1047.751,394.8053,-1.098884442,244.9191,0.603642004,76108,309.7005,0.7843,0.9898,0.7041,0.8623,0.9,1.612,0.7844,Çerçevelik,1
330268,93246,1164.449,445.3776,-0.199592774,267.2868,0.749221263,94039,344.5642,0.7999,0.9916,0.7635,0.8642,0.9,1.6663,0.7736,Çerçevelik,1
330271,106188,1256.137,477.3815,0.369510087,285.4023,0.867125253,107392,367.6993,0.8016,0.9888,0.7002,0.8457,0.8,1.6727,0.7702,Çerçevelik,1
330273,74308,1072.883,428.3555,-0.502284815,221.2116,0.449342711,74988,307.5904,0.8563,0.9909,0.7217,0.8112,0.8,1.9364,0.7181,Çerçevelik,1
330276,78124,1098.835,434.8142,-0.387434292,229.3574,0.502359316,78963,315.3895,0.8496,0.9894,0.7077,0.8131,0.8,1.8958,0.7253,Çerçevelik,1
330277,67334,1016.587,400.1476,-1.003886076,215.1276,0.409745246,68040,292.8008,0.8432,0.9896,0.7422,0.8188,0.8,1.86,0.7317,Çerçevelik,1
330279,100253,1266.907,505.5379,0.870195559,254.1179,0.663512017,101478,357.2759,0.8645,0.9879,0.7518,0.7849,0.8,1.9894,0.7067,Çerçevelik,1
330282,101525,1240.386,462.7132,0.108674017,280.5295,0.835410833,103105,359.5353,0.7953,0.9847,0.7259,0.8292,0.8,1.6494,0.777,Çerçevelik,1
330284,92472,1160.847,439.7017,-0.300523315,269.5813,0.764154922,93335,343.1312,0.79,0.9908,0.7365,0.8623,0.9,1.6311,0.7804,Çerçevelik,1
330287,69621,1055.941,427.1444,-0.523820955,207.8892,0.362634416,70399,297.7318,0.8736,0.9889,0.6222,0.7846,0.8,2.0547,0.697,Çerçevelik,1
330291,72003,1064.09,421.5184,-0.623864159,218.4013,0.431051988,72712,302.7822,0.8553,0.9902,0.7195,0.7991,0.8,1.93,0.7183,Çerçevelik,1
330292,87277,1216.706,498.7052,0.748694457,223.8359,0.46642286,88147,333.3535,0.8936,0.9901,0.7379,0.7409,0.7,2.228,0.6684,Çerçevelik,1
330295,82992,1119.277,422.5292,-0.605889813,250.6965,0.641243975,83998,325.0672,0.805,0.988,0.7064,0.8325,0.8,1.6854,0.7693,Çerçevelik,1
330297,77464,1081.17,413.3884,-0.768434235,239.5674,0.568810683,78381,314.0545,0.815,0.9883,0.7409,0.8328,0.8,1.7256,0.7597,Çerçevelik,1
330298,91673,1167.775,455.9727,-0.011187557,256.5059,0.679054217,92386,341.6456,0.8268,0.9923,0.7416,0.8448,0.8,1.7776,0.7493,Çerçevelik,1
330300,86117,1140.899,447.8378,-0.155844767,246.2827,0.612516938,86828,331.1307,0.8352,0.9918,0.6948,0.8314,0.8,1.8184,0.7394,Çerçevelik,1
330301,71826,1058.155,413.6906,-0.763060425,222.3434,0.456708985,72694,302.4098,0.8433,0.9881,0.6674,0.8061,0.8,1.8606,0.731,Çerçevelik,1
330304,62802,992.852,383.6639,-1.297004128,210.6079,0.380328964,63705,282.7755,0.8359,0.9858,0.6956,0.8006,0.8,1.8217,0.737,Çerçevelik,1
330305,68106,1033.963,404.6255,-0.924258727,214.8054,0.40764822,68937,294.4745,0.8475,0.9879,0.7065,0.8005,0.8,1.8837,0.7278,Çerçevelik,1
330307,77680,1118.256,459.7527,0.056029526,216.7128,0.420062455,78468,314.492,0.8819,0.99,0.6373,0.7806,0.8,2.1215,0.684,Çerçevelik,1
330310,77279,1069.321,409.9255,-0.830012552,241.6706,0.582499274,78078,313.6793,0.8077,0.9898,0.6973,0.8493,0.8,1.6962,0.7652,Çerçevelik,1
330312,68983,1016.514,400.0745,-1.005185962,220.7906,0.446602649,69576,296.3644,0.8339,0.9915,0.7312,0.8389,0.8,1.812,0.7408,Çerçevelik,1
330315,95747,1173.87,444.6007,-0.213407841,276.9094,0.811849561,96971,349.1545,0.7824,0.9874,0.7445,0.8732,0.9,1.6056,0.7853,Çerçevelik,1
330317,71069,1043.659,407.9111,-0.865833212,222.7584,0.459409995,71891,300.812,0.8377,0.9886,0.7294,0.8199,0.8,1.8312,0.7374,Çerçevelik,1
330318,73013,1043.782,419.7658,-0.655029413,222.0441,0.454761003,73552,304.8984,0.8486,0.9927,0.7444,0.8422,0.8,1.8905,0.7264,Çerçevelik,1
330321,68063,1019.493,404.2439,-0.931044452,214.8458,0.407911162,68660,294.3816,0.8471,0.9913,0.6468,0.8229,0.8,1.8816,0.7282,Çerçevelik,1
330322,86775,1141.66,446.9185,-0.172192032,248.6127,0.627681648,87550,332.3934,0.831,0.9911,0.7299,0.8366,0.8,1.7976,0.7437,Çerçevelik,1
330323,76461,1060.714,406.9421,-0.883064258,240.8816,0.5773641,77449,312.0147,0.806,0.9872,0.7168,0.854,0.9,1.6894,0.7667,Çerçevelik,1
330326,84473,1157.588,457.513,0.016202515,236.0283,0.545776596,85365,327.9548,0.8567,0.9896,0.629,0.7922,0.8,1.9384,0.7168,Çerçevelik,1
330328,65205,959.319,359.7529,-1.722196636,231.6048,0.516986427,65902,288.1347,0.7652,0.9894,0.7486,0.8904,0.9,1.5533,0.8009,Çerçevelik,1
330331,70747,1034.569,409.978,-0.829078982,220.3464,0.443711592,71324,300.1298,0.8433,0.9919,0.7004,0.8306,0.8,1.8606,0.7321,Çerçevelik,1
330333,73471,1063.938,426.2266,-0.540141548,220.5024,0.444726912,74202,305.8532,0.8558,0.9901,0.6292,0.8156,0.8,1.933,0.7176,Çerçevelik,1
